Datetime,close
,nesn.sw
2025-08-12 09:00:00+02:00,71.95999908447266
2025-08-12 10:00:00+02:00,71.93000030517578
2025-08-12 11:00:00+02:00,71.98999786376953
2025-08-12 12:00:00+02:00,72.01000213623047
2025-08-12 13:00:00+02:00,71.94000244140625
2025-08-12 14:00:00+02:00,71.8499984741211
2025-08-12 15:00:00+02:00,71.58999633789062
2025-08-12 16:00:00+02:00,71.56999969482422
2025-08-12 17:00:00+02:00,71.58999633789062
2025-08-13 09:00:00+02:00,71.94999694824219
2025-08-13 10:00:00+02:00,71.94999694824219
2025-08-13 11:00:00+02:00,71.80000305175781
2025-08-13 12:00:00+02:00,71.66999816894531
2025-08-13 13:00:00+02:00,71.8499984741211
2025-08-13 14:00:00+02:00,71.93000030517578
2025-08-13 15:00:00+02:00,71.9800033569336
2025-08-13 16:00:00+02:00,72.2300033569336
2025-08-13 17:00:00+02:00,72.4000015258789
2025-08-14 09:00:00+02:00,72.22000122070312
2025-08-14 10:00:00+02:00,72.1500015258789
2025-08-14 11:00:00+02:00,72.30999755859375
2025-08-14 12:00:00+02:00,72.30999755859375
2025-08-14 13:00:00+02:00,72.20999908447266
2025-08-14 14:00:00+02:00,71.94999694824219
2025-08-14 15:00:00+02:00,71.9000015258789
2025-08-14 16:00:00+02:00,71.9800033569336
2025-08-14 17:00:00+02:00,72.02999877929688
2025-08-15 09:00:00+02:00,72.58000183105469
2025-08-15 10:00:00+02:00,72.51000213623047
2025-08-15 11:00:00+02:00,72.44000244140625
2025-08-15 12:00:00+02:00,72.47000122070312
2025-08-15 13:00:00+02:00,72.36000061035156
2025-08-15 14:00:00+02:00,72.31999969482422
2025-08-15 15:00:00+02:00,72.43000030517578
2025-08-15 16:00:00+02:00,72.51000213623047
2025-08-15 17:00:00+02:00,72.41000366210938
2025-08-18 09:00:00+02:00,72.18000030517578
2025-08-18 10:00:00+02:00,72.38999938964844
2025-08-18 11:00:00+02:00,72.22000122070312
2025-08-18 12:00:00+02:00,72.19000244140625
2025-08-18 13:00:00+02:00,72.12999725341797
2025-08-18 14:00:00+02:00,72.02999877929688
2025-08-18 15:00:00+02:00,72.19999694824219
2025-08-18 16:00:00+02:00,72.0999984741211
2025-08-18 17:00:00+02:00,72.13999938964844
2025-08-19 09:00:00+02:00,72.44000244140625
2025-08-19 10:00:00+02:00,72.91999816894531
2025-08-19 11:00:00+02:00,73.12999725341797
2025-08-19 12:00:00+02:00,72.91000366210938
2025-08-19 13:00:00+02:00,73.19999694824219
2025-08-19 14:00:00+02:00,73.19000244140625
2025-08-19 15:00:00+02:00,73.2300033569336
2025-08-19 16:00:00+02:00,73.33999633789062
2025-08-19 17:00:00+02:00,73.54000091552734
2025-08-20 09:00:00+02:00,74.30999755859375
2025-08-20 10:00:00+02:00,74.75
2025-08-20 11:00:00+02:00,74.75
2025-08-20 12:00:00+02:00,75.12000274658203
2025-08-20 13:00:00+02:00,75.2699966430664
2025-08-20 14:00:00+02:00,75.30000305175781
2025-08-20 15:00:00+02:00,75.88999938964844
2025-08-20 16:00:00+02:00,76.12000274658203
2025-08-20 17:00:00+02:00,76.0999984741211
2025-08-21 09:00:00+02:00,75.81999969482422
2025-08-21 10:00:00+02:00,75.5999984741211
2025-08-21 11:00:00+02:00,75.69000244140625
2025-08-21 12:00:00+02:00,75.70999908447266
2025-08-21 13:00:00+02:00,75.68000030517578
2025-08-21 14:00:00+02:00,75.94000244140625
2025-08-21 15:00:00+02:00,76.0199966430664
2025-08-21 16:00:00+02:00,75.87000274658203
2025-08-21 17:00:00+02:00,75.83000183105469
2025-08-22 09:00:00+02:00,75.81999969482422
2025-08-22 10:00:00+02:00,75.79000091552734
2025-08-22 11:00:00+02:00,75.70999908447266
2025-08-22 12:00:00+02:00,75.79000091552734
2025-08-22 13:00:00+02:00,75.76000213623047
2025-08-22 14:00:00+02:00,75.7300033569336
2025-08-22 15:00:00+02:00,75.97000122070312
2025-08-22 16:00:00+02:00,75.43000030517578
2025-08-22 17:00:00+02:00,75.43000030517578
2025-08-25 09:00:00+02:00,75.29000091552734
2025-08-25 10:00:00+02:00,75.31999969482422
2025-08-25 11:00:00+02:00,75.19999694824219
2025-08-25 12:00:00+02:00,75.2300033569336
2025-08-25 13:00:00+02:00,75.23999786376953
2025-08-25 14:00:00+02:00,75.37000274658203
2025-08-25 15:00:00+02:00,75.33000183105469
2025-08-25 16:00:00+02:00,74.8499984741211
2025-08-25 17:00:00+02:00,74.86000061035156
2025-08-26 09:00:00+02:00,74.87999725341797
2025-08-26 10:00:00+02:00,75.08000183105469
2025-08-26 11:00:00+02:00,75.29000091552734
2025-08-26 12:00:00+02:00,75.36000061035156
2025-08-26 13:00:00+02:00,75.2300033569336
2025-08-26 14:00:00+02:00,75.11000061035156
2025-08-26 15:00:00+02:00,74.80000305175781
2025-08-26 16:00:00+02:00,74.55000305175781
2025-08-26 17:00:00+02:00,74.45999908447266
2025-08-27 09:00:00+02:00,74.79000091552734
2025-08-27 10:00:00+02:00,74.61000061035156
2025-08-27 11:00:00+02:00,74.55000305175781
2025-08-27 12:00:00+02:00,74.58000183105469
2025-08-27 13:00:00+02:00,74.44999694824219
2025-08-27 14:00:00+02:00,74.41999816894531
2025-08-27 15:00:00+02:00,74.58000183105469
2025-08-27 16:00:00+02:00,74.22000122070312
2025-08-27 17:00:00+02:00,74.38999938964844
2025-08-28 09:00:00+02:00,74.66999816894531
2025-08-28 10:00:00+02:00,74.87999725341797
2025-08-28 11:00:00+02:00,74.70999908447266
2025-08-28 12:00:00+02:00,74.6500015258789
2025-08-28 13:00:00+02:00,74.79000091552734
2025-08-28 14:00:00+02:00,74.86000061035156
2025-08-28 15:00:00+02:00,74.8499984741211
2025-08-28 16:00:00+02:00,74.76000213623047
2025-08-28 17:00:00+02:00,74.79000091552734
2025-08-29 09:00:00+02:00,74.80000305175781
2025-08-29 10:00:00+02:00,74.76000213623047
2025-08-29 11:00:00+02:00,75.0999984741211
2025-08-29 12:00:00+02:00,74.9800033569336
2025-08-29 13:00:00+02:00,75.3499984741211
2025-08-29 14:00:00+02:00,75.47000122070312
2025-08-29 15:00:00+02:00,75.48999786376953
2025-08-29 16:00:00+02:00,75.4800033569336
2025-08-29 17:00:00+02:00,75.52999877929688
2025-09-01 09:00:00+02:00,75.76000213623047
2025-09-01 10:00:00+02:00,75.83999633789062
2025-09-01 11:00:00+02:00,75.8499984741211
2025-09-01 12:00:00+02:00,75.69999694824219
2025-09-01 13:00:00+02:00,75.66000366210938
2025-09-01 14:00:00+02:00,75.69999694824219
2025-09-01 15:00:00+02:00,75.56999969482422
2025-09-01 16:00:00+02:00,75.37000274658203
2025-09-01 17:00:00+02:00,75.33999633789062
2025-09-02 09:00:00+02:00,74.08999633789062
2025-09-02 10:00:00+02:00,74.87000274658203
2025-09-02 11:00:00+02:00,74.91000366210938
2025-09-02 12:00:00+02:00,74.87000274658203
2025-09-02 13:00:00+02:00,74.69999694824219
2025-09-02 14:00:00+02:00,74.61000061035156
2025-09-02 15:00:00+02:00,75.26000213623047
2025-09-02 16:00:00+02:00,75.30999755859375
2025-09-02 17:00:00+02:00,75.16000366210938
2025-09-03 09:00:00+02:00,74.76000213623047
2025-09-03 10:00:00+02:00,74.80000305175781
2025-09-03 11:00:00+02:00,74.91999816894531
2025-09-03 12:00:00+02:00,74.81999969482422
2025-09-03 13:00:00+02:00,74.91000366210938
2025-09-03 14:00:00+02:00,74.75
2025-09-03 15:00:00+02:00,74.87999725341797
2025-09-03 16:00:00+02:00,74.80999755859375
2025-09-03 17:00:00+02:00,74.69999694824219
2025-09-04 09:00:00+02:00,75.38999938964844
2025-09-04 10:00:00+02:00,75.62000274658203
2025-09-04 11:00:00+02:00,76.06999969482422
2025-09-04 12:00:00+02:00,76.2699966430664
2025-09-04 13:00:00+02:00,76.23999786376953
2025-09-04 14:00:00+02:00,76.16999816894531
